Insee - Statistiques locales; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; 
Code;Libellé;Unités légales dans industrie manufacturière, industries extractives et autres (en nombre) 2021;Part construction dans les créations d'ent. 2023;Population municipale 2022;Créations d'entreprises (en nombre) 2023;Unités légales (en nombre) 2021
08275;Margny;0;0;210;4;4
08276;Margut;5;0;711;23;33
08277;Marlemont;1;0;125;1;5
08278;Marquigny;1;0;74;1;3
08279;Mars-sous-Bourcq;0;100;62;1;3
08280;Marvaux-Vieux;2;0;70;1;5
08281;Matton-et-Clémency;4;0;439;4;20
08282;Maubert-Fontaine;3;0;1025;11;61
08283;Mazerny;0;0;128;1;4
08284;Les Mazures;8;16.7;856;6;45
08286;Ménil-Annelles;1;0;102;1;2
08287;Ménil-Lépinois;2;0;144;1;8
08288;Mesmont;0;N/A - résultat non disponible;91;N/A - résultat non disponible;10
08289;Messincourt;2;0;588;3;17
08291;Mogues;0;N/A - résultat non disponible;231;N/A - résultat non disponible;9
08293;Moiry;1;N/A - résultat non disponible;136;N/A - résultat non disponible;7
08295;Mondigny;0;0;193;1;8
08296;Montcheutin;0;N/A - résultat non disponible;111;N/A - résultat non disponible;3
08297;Montcornet;2;0;299;4;14
08298;Montcy-Notre-Dame;5;0;1560;11;56
08300;Le Mont-Dieu;0;N/A - résultat non disponible;11;N/A - résultat non disponible;0
08301;Montgon;1;0;71;3;5
08302;Monthermé;12;15.4;2155;13;117
08303;Monthois;2;0;396;3;28
08304;Montigny-sur-Meuse;0;N/A - résultat non disponible;77;N/A - résultat non disponible;1
08305;Montigny-sur-Vence;0;0;220;2;5
08306;Mont-Laurent;0;N/A - résultat non disponible;51;N/A - résultat non disponible;1
08307;Montmeillant;2;N/A - résultat non disponible;84;N/A - résultat non disponible;3
08308;Mont-Saint-Martin;2;33.3;88;3;7
08309;Mont-Saint-Remy;0;N/A - résultat non disponible;53;N/A - résultat non disponible;1
08310;Mouron;2;N/A - résultat non disponible;74;N/A - résultat non disponible;3
08311;Mouzon;12;5.6;2236;18;110
08312;Murtin-et-Bogny;0;100;175;1;7
08313;Nanteuil-sur-Aisne;0;0;149;2;4
08314;Neuflize;1;0;850;9;36
08315;Neufmaison;0;0;68;2;2
08316;Neufmanil;10;0;988;8;39
08317;La Neuville-à-Maire;0;0;111;2;9
08318;La Neuville-aux-Joûtes;1;0;351;2;8
08319;Neuville-lez-Beaulieu;0;25;327;4;10
08320;La Neuville-en-Tourne-à-Fuy;1;0;531;6;23
08321;Neuville-Day;2;0;170;2;11
08322;Neuville-lès-This;3;0;329;3;29
08323;La Neuville-lès-Wasigny;1;0;162;1;6
08324;Neuvizy;0;0;119;1;4
08325;Noirval;1;100;24;1;2
08326;Nouart;1;N/A - résultat non disponible;110;N/A - résultat non disponible;3
08327;Nouvion-sur-Meuse;6;13.3;2235;15;74
08328;Nouzonville;31;7.7;5548;39;241
08329;Novion-Porcien;2;33.3;519;3;29
08330;Novy-Chevrières;2;9.1;744;11;33
08331;Noyers-Pont-Maugis;3;0;670;4;23
08332;Oches;0;N/A - résultat non disponible;34;N/A - résultat non disponible;0
08333;Olizy-Primat;1;0;224;1;10
08334;Omicourt;0;0;43;1;7
08335;Omont;1;N/A - résultat non disponible;72;N/A - résultat non disponible;8
08336;Osnes;1;N/A - résultat non disponible;229;N/A - résultat non disponible;8
08338;Pauvres;4;50;198;2;16
08339;Perthes;5;N/A - résultat non disponible;303;N/A - résultat non disponible;18
08340;Poilcourt-Sydney;0;0;169;1;10
08341;Poix-Terron;10;0;892;5;80
08342;Pouru-aux-Bois;1;0;234;1;8
08343;Pouru-Saint-Remy;4;18.2;1129;11;37
08344;Prez;1;N/A - résultat non disponible;132;N/A - résultat non disponible;10
08346;Prix-lès-Mézières;8;11.8;1387;17;101
08347;Puilly-et-Charbeaux;1;N/A - résultat non disponible;218;N/A - résultat non disponible;6
08348;Puiseux;0;0;110;2;0
08349;Pure;3;0;563;4;23
08350;Quatre-Champs;4;0;244;3;11
08351;Quilly;3;N/A - résultat non disponible;66;N/A - résultat non disponible;3
08352;Raillicourt;0;100;226;1;16
08353;Rancennes;1;0;707;10;27
08354;Raucourt-et-Flaba;3;0;815;5;41
08355;Regniowez;0;20;377;5;11
08356;Remaucourt;1;0;173;4;7
08357;Remilly-Aillicourt;6;0;762;5;34
08358;Remilly-les-Pothées;0;0;263;2;15
08360;Renneville;0;100;192;1;4
08361;Renwez;5;0;1637;7;66
08362;Rethel;70;8.7;7435;69;498
08363;Revin;18;10;5795;40;237
08364;Rilly-sur-Aisne;0;N/A - résultat non disponible;124;N/A - résultat non disponible;6
08365;Rimogne;5;6.7;1328;15;91
08366;Rocquigny;6;12.5;652;8;21
08367;Rocroi;7;15;2256;20;121
08368;Roizy;3;50;220;2;11
08369;La Romagne;1;50;130;2;6
08370;Rouvroy-sur-Audry;2;0;528;6;35
08372;Rubigny;0;N/A - résultat non disponible;61;N/A - résultat non disponible;1
08373;Rumigny;2;N/A - résultat non disponible;269;N/A - résultat non disponible;5
08374;La Sabotterie;1;0;128;3;6
08375;Sachy;4;50;178;2;9
08376;Sailly;1;N/A - résultat non disponible;249;N/A - résultat non disponible;4
08377;Saint-Aignan;1;0;151;1;6
08378;Saint-Clément-à-Arnes;5;N/A - résultat non disponible;109;N/A - résultat non disponible;8
08379;Saint-Étienne-à-Arnes;1;0;245;1;9
08380;Saint-Fergeux;1;25;217;4;8
08381;Saint-Germainmont;5;0;813;9;56
08382;Saint-Jean-aux-Bois;0;0;93;1;3
08383;Saint-Juvin;0;N/A - résultat non disponible;100;N/A - résultat non disponible;5
08384;Saint-Lambert-et-Mont-de-Jeux;0;N/A - résultat non disponible;130;N/A - résultat non disponible;6
08385;Saint-Laurent;5;0;1073;10;54
08386;Saint-Loup-en-Champagne;1;0;340;6;17
08387;Saint-Loup-Terrier;1;0;179;3;11
08388;Saint-Marceau;1;28.6;351;7;14
08389;Saint-Marcel;1;0;320;1;17
08390;Sainte-Marie;1;N/A - résultat non disponible;78;N/A - résultat non disponible;1
08391;Saint-Menges;2;8.3;934;12;26
08392;Saint-Morel;2;0;181;2;8
08393;Saint-Pierre-à-Arnes;2;N/A - résultat non disponible;66;N/A - résultat non disponible;5
08394;Saint-Pierremont;1;N/A - résultat non disponible;71;N/A - résultat non disponible;2
08395;Saint-Pierre-sur-Vence;2;N/A - résultat non disponible;148;N/A - résultat non disponible;7
08396;Saint-Quentin-le-Petit;2;0;124;2;7
08397;Saint-Remy-le-Petit;2;N/A - résultat non disponible;55;N/A - résultat non disponible;7
08398;Sainte-Vaubourg;1;N/A - résultat non disponible;83;N/A - résultat non disponible;3
08399;Sapogne-sur-Marche;0;0;149;2;2
08400;Sapogne-et-Feuchères;3;25;516;4;17
08401;Saulces-Champenoises;2;0;221;2;10
08402;Saulces-Monclin;3;33.3;841;12;44
08403;Sault-lès-Rethel;8;7.7;1932;13;84
08404;Sault-Saint-Remy;2;N/A - résultat non disponible;208;N/A - résultat non disponible;15
08405;Sauville;2;50;240;2;16
08406;Savigny-sur-Aisne;5;20;350;5;24
08407;Séchault;4;N/A - résultat non disponible;60;N/A - résultat non disponible;6
08408;Sécheval;0;20;536;5;23
08409;Sedan;45;8.2;16727;170;847
08410;Semide;5;0;173;3;19
08411;Semuy;0;0;87;1;3
08412;Senuc;0;0;152;1;2
08413;Seraincourt;4;50;257;4;12
08415;Sery;1;33.3;319;3;17
08416;Seuil;2;0;182;1;13
08417;Sévigny-la-Forêt;0;50;274;2;8
08418;Sévigny-Waleppe;1;0;222;1;11
08419;Signy-l'Abbaye;14;0;1346;3;80
08420;Signy-le-Petit;5;9.1;1219;11;67
08421;Signy-Montlibert;0;0;93;1;1
08422;Singly;1;N/A - résultat non disponible;137;N/A - résultat non disponible;4
08424;Sommauthe;1;0;131;1;5
08425;Sommerance;2;100;48;1;5
08426;Son;0;N/A - résultat non disponible;89;N/A - résultat non disponible;0
08427;Sorbon;3;0;222;1;12
08428;Sorcy-Bauthémont;0;0;147;4;5
08429;Sormonne;2;12.5;527;8;23
08430;Stonne;0;N/A - résultat non disponible;39;N/A - résultat non disponible;0
08431;Sugny;0;0;94;2;3
08432;Sury;1;50;95;2;4
08433;Suzanne;1;0;56;2;3
08434;Sy;0;0;56;1;2
08435;Tagnon;5;28.6;892;7;58
08436;Taillette;1;N/A - résultat non disponible;405;N/A - résultat non disponible;12
08437;Tailly;0;N/A - résultat non disponible;179;N/A - résultat non disponible;5
08438;Taizy;0;0;101;2;4
08439;Tannay;1;0;151;3;8
08440;Tarzy;1;0;123;1;4
08444;Tétaigne;0;0;131;2;2
08445;Thelonne;0;0;404;4;12
08446;Thénorgues;2;N/A - résultat non disponible;85;N/A - résultat non disponible;5
08448;Thilay;14;66.7;983;3;62
08449;Thin-le-Moutier;2;0;682;6;31
08450;This;2;0;225;1;12
08451;Le Thour;5;0;363;3;20
08452;Thugny-Trugny;0;0;248;1;11
08453;Toges;3;100;95;1;5
08454;Touligny;1;N/A - résultat non disponible;82;N/A - résultat non disponible;5
08455;Tourcelles-Chaumont;1;N/A - résultat non disponible;87;N/A - résultat non disponible;4
08456;Tournavaux;1;0;233;2;15
08457;Tournes;20;6.2;1058;16;103
08458;Tourteron;4;N/A - résultat non disponible;178;N/A - résultat non disponible;11
08459;Tremblois-lès-Carignan;1;N/A - résultat non disponible;135;N/A - résultat non disponible;4
08460;Tremblois-lès-Rocroi;0;0;156;2;10
08461;Vandy;2;N/A - résultat non disponible;200;N/A - résultat non disponible;13
08462;Vaux-Champagne;0;N/A - résultat non disponible;141;N/A - résultat non disponible;2
08463;Vaux-en-Dieulet;0;0;54;1;2
08464;Vaux-lès-Mouron;0;100;78;1;5
08465;Vaux-lès-Rubigny;0;0;44;2;1
08466;Vaux-lès-Mouzon;0;N/A - résultat non disponible;72;N/A - résultat non disponible;2
08467;Vaux-Montreuil;1;0;108;1;7
08468;Vaux-Villaine;0;0;189;2;6
08469;Vendresse;1;0;479;6;28
08470;Verpel;0;N/A - résultat non disponible;64;N/A - résultat non disponible;2
08471;Verrières;0;N/A - résultat non disponible;33;N/A - résultat non disponible;0
08472;Viel-Saint-Remy;1;25;300;4;10
08473;Vieux-lès-Asfeld;1;0;298;1;9
08476;Villers-devant-le-Thour;5;0;417;3;20
08477;Villers-devant-Mouzon;0;0;104;1;3
08478;Villers-le-Tilleul;0;0;238;1;9
08479;Villers-le-Tourneur;0;0;216;2;4
08480;Villers-Semeuse;9;17.2;3628;29;153
08481;Villers-sur-Bar;2;N/A - résultat non disponible;240;N/A - résultat non disponible;12
08482;Villers-sur-le-Mont;0;0;102;2;4
08483;Ville-sur-Lumes;1;33.3;529;3;23
08484;Ville-sur-Retourne;0;N/A - résultat non disponible;73;N/A - résultat non disponible;6
08485;Villy;1;0;195;1;6
08486;Vireux-Molhain;15;5.3;1482;19;90
08487;Vireux-Wallerand;16;11.1;1849;18;88
08488;Vivier-au-Court;17;9.1;2811;22;129
08489;Voncq;4;100;211;1;8
08490;Vouziers;27;10;3862;30;269
08491;Vrigne aux Bois;41;8.7;3524;23;189
08492;Vrigne-Meuse;1;0;332;4;9
08494;Wadelincourt;6;0;447;3;30
08496;Wagnon;0;0;108;3;7
08497;Warcq;15;11.8;1280;17;132
08498;Warnécourt;1;0;384;3;18
08499;Wasigny;2;0;280;5;8
08500;Wignicourt;1;N/A - résultat non disponible;57;N/A - résultat non disponible;4
08501;Williers;0;N/A - résultat non disponible;40;N/A - résultat non disponible;2
08502;Yoncq;0;100;85;1;3
08503;Yvernaumont;3;N/A - résultat non disponible;121;N/A - résultat non disponible;9
09001;Aigues-Juntes;2;0;59;2;4
09002;Aigues-Vives;4;42.9;631;7;32
09003;L'Aiguillon;8;20;375;5;31
09004;Albiès;1;0;122;1;8
09005;Aleu;1;25;131;4;18
09006;Alliat;0;0;56;2;8
09007;Allières;3;100;75;1;8
09008;Alos;3;N/A - résultat non disponible;116;N/A - résultat non disponible;10
09009;Alzen;4;20;265;5;23
09011;Antras;2;0;74;1;6
09012;Appy;1;0;28;1;1
09013;Arabaux;1;N/A - résultat non disponible;80;N/A - résultat non disponible;6
09014;Argein;5;0;192;4;24
09015;Arignac;9;0;722;6;76
09016;Arnave;1;0;214;1;11
09017;Arrien-en-Bethmale;1;0;123;2;10
09018;Arrout;0;0;92;1;9
09019;Artigat;5;18.2;555;11;36
09020;Artigues;0;N/A - résultat non disponible;32;N/A - résultat non disponible;4
09021;Artix;4;0;113;3;8
09022;Arvigna;1;0;237;2;14
09023;Ascou;0;50;115;2;9
09024;Aston;1;0;193;2;17
09025;Aucazein;0;0;62;1;5
09026;Audressein;2;0;146;4;11
09027;Augirein;2;0;80;1;9
09029;Aulus-les-Bains;0;N/A - résultat non disponible;146;N/A - résultat non disponible;20
09030;Auzat;5;25;562;4;34
09031;Axiat;2;0;39;1;4
09032;Ax-les-Thermes;8;6.9;1277;29;335
09033;Bagert;1;N/A - résultat non disponible;41;N/A - résultat non disponible;2
09034;Balacet;0;N/A - résultat non disponible;47;N/A - résultat non disponible;3
09035;Balaguères;1;0;197;2;18
09037;Barjac;2;N/A - résultat non disponible;43;N/A - résultat non disponible;4
09038;La Bastide-de-Besplas;5;30;373;10;32
09039;La Bastide-de-Bousignac;6;16.7;336;6;32
09040;La Bastide-de-Lordat;3;0;310;4;18
09041;La Bastide-du-Salat;2;0;202;2;10
09042;La Bastide-de-Sérou;18;4.8;972;21;127
09043;La Bastide-sur-l'Hers;3;0;676;8;44
09044;Baulou;5;25;165;4;13
09045;Bédeilhac-et-Aynat;1;0;195;3;18
09046;Bédeille;1;N/A - résultat non disponible;76;N/A - résultat non disponible;4
09047;Bélesta;12;0;1085;11;85
09048;Belloc;2;0;84;1;10
09049;Bénac;2;0;174;2;12
09050;Benagues;4;0;502;5;19
09051;Bénaix;2;0;151;4;9
09052;Besset;0;0;165;5;8
09053;Bestiac;0;N/A - résultat non disponible;30;N/A - résultat non disponible;3
09054;Betchat;2;0;356;2;21
09055;Bethmale;2;50;100;2;6
09056;Bézac;2;14.3;476;7;27
09057;Biert;4;0;307;4;28
09058;Bompas;5;0;200;1;9
09059;Bonac-Irazein;3;100;125;1;17
09060;Bonnac;8;11.1;789;9;52
09061;Les Bordes-sur-Arize;9;30;472;10;50
09062;Bordes-Uchentein;1;0;216;4;11
09063;Le Bosc;0;0;114;2;15
09064;Bouan;0;0;41;1;5
09065;Boussenac;2;0;243;5;16
09066;Brassac;9;22.2;621;9;49
09067;Brie;8;0;206;3;12
09068;Burret;0;N/A - résultat non disponible;44;N/A - résultat non disponible;7
09069;Buzan;0;0;40;1;1
09070;Les Cabannes;8;0;330;4;41
09071;Cadarcet;6;0;214;4;20
09072;Calzan;0;0;45;2;2
09073;Camarade;6;100;209;1;19
09074;Camon;1;0;152;4;19
09075;Campagne-sur-Arize;7;11.1;286;9;25
09076;Canté;1;0;212;1;25
09077;Capoulet-et-Junac;3;0;191;3;12
09078;Carcanières;0;N/A - résultat non disponible;71;N/A - résultat non disponible;2
09079;Carla-Bayle;16;12.5;792;8;107
09080;Carla-de-Roquefort;3;33.3;166;3;15
09081;Le Carlaret;5;33.3;286;3;23
09082;Castelnau-Durban;6;25;458;8;40
09083;Castéras;0;N/A - résultat non disponible;22;N/A - résultat non disponible;0
09084;Castex;1;N/A - résultat non disponible;95;N/A - résultat non disponible;11
09085;Castillon-en-Couserans;4;0;433;6;63
09086;Caumont;8;0;338;1;26
09087;Caussou;0;0;47;2;2
09088;Caychax;0;N/A - résultat non disponible;14;N/A - résultat non disponible;2
09089;Cazals-des-Baylès;1;N/A - résultat non disponible;56;N/A - résultat non disponible;5
09090;Cazaux;2;0;45;3;6
09091;Cazavet;5;100;192;1;20
09092;Cazenave-Serres-et-Allens;0;0;61;2;5
09093;Celles;1;0;143;3;6
09094;Cérizols;1;0;140;5;4
09095;Cescau;0;0;162;1;12
09096;Château-Verdun;0;0;41;1;1
09097;Clermont;3;0;118;1;7
09098;Contrazy;2;N/A - résultat non disponible;71;N/A - résultat non disponible;10
09099;Cos;1;33.3;358;6;21
09100;Couflens;2;0;103;2;6
09101;Coussa;2;0;278;2;19
09102;Coutens;4;0;179;2;10
09103;Crampagna;4;14.3;952;14;50
09104;Dalou;5;14.3;784;7;43
09105;Daumazan-sur-Arize;6;7.7;804;13;70
09106;Dreuilhe;1;25;363;4;33
09107;Dun;8;16.7;650;12;55
09108;Durban-sur-Arize;2;16.7;179;6;17
09109;Durfort;1;0;185;1;7
09110;Encourtiech;2;0;98;4;6
09111;Engomer;9;25;314;4;27
09113;Ercé;2;33.3;580;3;24
09114;Erp;2;0;132;2;12
09115;Esclagne;0;0;121;1;2
09116;Escosse;3;0;362;4;25
09117;Esplas;1;0;105;4;8
09118;Esplas-de-Sérou;3;N/A - résultat non disponible;171;N/A - résultat non disponible;15
09119;Eycheil;2;33.3;530;3;22
09120;Fabas;3;0;353;8;31
09121;Ferrières-sur-Ariège;1;12.5;775;8;37
09122;Foix;59;6.4;9731;141;977
09123;Fornex;4;0;107;2;9
09124;Le Fossat;11;15;1061;20;102
09125;Fougax-et-Barrineuf;5;0;430;8;32
09126;Freychenet;0;N/A - résultat non disponible;82;N/A - résultat non disponible;5
09127;Gabre;1;0;124;2;6
09128;Gajan;1;25;330;4;24
09129;Galey;1;100;113;2;6
09130;Ganac;6;0;746;7;52
09131;Garanou;0;0;146;1;7
09132;Gaudiès;1;0;235;4;12
09133;Génat;1;N/A - résultat non disponible;24;N/A - résultat non disponible;3
09134;Gestiès;0;N/A - résultat non disponible;36;N/A - résultat non disponible;0
09136;Gourbit;0;0;79;2;2
09137;Gudas;4;0;197;2;11
09138;L'Herm;3;0;189;4;17
09139;L'Hospitalet-près-l'Andorre;1;0;95;2;10
09140;Ignaux;1;0;126;5;14
09141;Illartein;2;N/A - résultat non disponible;73;N/A - résultat non disponible;4
09142;Ilhat;2;0;124;3;10
09143;Illier-et-Laramade;1;N/A - résultat non disponible;38;N/A - résultat non disponible;1
09145;Les Issards;2;0;253;3;12
09146;Justiniac;2;0;58;1;7
09147;Labatut;1;0;177;2;9
09148;Lacave;1;0;116;3;5
09149;Lacourt;2;0;201;4;9
09150;Lagarde;2;0;210;5;22
09151;Lanoux;4;N/A - résultat non disponible;62;N/A - résultat non disponible;10
09152;Lapège;0;N/A - résultat non disponible;18;N/A - résultat non disponible;0
09153;Lapenne;2;0;120;1;12
09154;Larbont;4;0;60;3;9
09155;Larcat;1;0;49;1;5
09156;Larnat;1;N/A - résultat non disponible;19;N/A - résultat non disponible;2
09157;Laroque-d'Olmes;21;23.3;2414;30;182
09158;Lasserre;4;0;252;2;29
09159;Lassur;3;0;84;1;6
09160;Lavelanet;45;6.2;6018;81;429
09161;Léran;6;7.1;616;14;61
09162;Lercoul;0;N/A - résultat non disponible;14;N/A - résultat non disponible;0
09163;Lescousse;1;0;82;2;4
09164;Lescure;2;25;483;4;38
09165;Lesparrou;5;0;233;2;20
09166;Leychert;1;0;112;1;12
09167;Lézat-sur-Lèze;17;11.9;2341;42;210
09168;Lieurac;0;0;180;4;6
09169;Limbrassac;2;N/A - résultat non disponible;119;N/A - résultat non disponible;8
09170;Lissac;0;0;240;3;7
09171;Lordat;0;N/A - résultat non disponible;63;N/A - résultat non disponible;4
09172;Loubaut;0;N/A - résultat non disponible;28;N/A - résultat non disponible;2
09173;Loubens;6;0;277;1;25
09174;Loubières;3;0;359;4;24
09175;Ludiès;0;100;99;1;5
09176;Luzenac;4;0;514;6;23
09177;Madière;3;22.2;272;9;15
09178;Malegoude;1;N/A - résultat non disponible;37;N/A - résultat non disponible;6
09179;Malléon;1;N/A - résultat non disponible;79;N/A - résultat non disponible;9
09180;Manses;1;25;128;4;5
09181;Le Mas-d'Azil;17;8.3;1236;12;128
09182;Massat;13;10.7;741;28;119
09183;Mauvezin-de-Prat;1;0;99;2;6
09184;Mauvezin-de-Sainte-Croix;1;N/A - résultat non disponible;52;N/A - résultat non disponible;2
09185;Mazères;41;17.6;3866;34;336
09186;Méras;1;0;97;3;8
09187;Mercenac;0;0;352;5;19
09188;Mercus-Garrabet;13;25;1226;12;75
09189;Mérens-les-Vals;3;0;168;2;13
09190;Mérigon;4;0;113;2;13
09192;Miglos;0;0;132;2;11
09193;Mijanès;0;0;58;1;2
09194;Mirepoix;22;2.3;3106;43;353
09195;Monesple;0;N/A - résultat non disponible;26;N/A - résultat non disponible;1
09196;Montagagne;2;0;82;1;8
09197;Montaillou;1;0;17;1;8
09198;Montardit;2;14.3;223;7;12
09199;Montaut;5;28.6;694;7;36
09200;Montbel;6;0;93;2;14
09201;Montégut-en-Couserans;0;N/A - résultat non disponible;73;N/A - résultat non disponible;6
09202;Montégut-Plantaurel;4;0;319;6;23
09203;Montels;3;0;157;2;12
09204;Montesquieu-Avantès;5;25;261;4;25
09205;Montfa;3;33.3;94;3;7
09206;Montferrier;10;25;544;8;60
09207;Montgailhard;4;5.3;1456;19;95
09208;Montgauch;0;0;112;1;4
09209;Montjoie-en-Couserans;4;17.6;1001;17;68
09210;Montoulieu;3;40;416;5;27
09211;Montségur;2;0;116;1;18
09212;Montseron;3;N/A - résultat non disponible;103;N/A - résultat non disponible;9
09213;Moulin-Neuf;3;0;235;1;8
09214;Moulis;11;66.7;796;9;64
09215;Nalzen;2;0;112;1;9
09216;Nescus;1;0;58;2;5
09217;Niaux;3;0;151;3;11
09218;Orgeix;0;0;101;1;3
09219;Orgibet;1;0;164;2;14
09220;Orlu;1;N/A - résultat non disponible;160;N/A - résultat non disponible;12
09221;Ornolac-Ussat-les-Bains;1;0;248;1;20
09222;Orus;0;N/A - résultat non disponible;24;N/A - résultat non disponible;0
09223;Oust;11;33.3;574;3;59
09224;Pailhès;8;14.3;511;7;47
09225;Pamiers;94;14.2;16512;219;1254
09226;Pech;0;N/A - résultat non disponible;37;N/A - résultat non disponible;2
09227;Péreille;2;0;186;3;11
09228;Perles-et-Castelet;3;0;219;6;24
09229;Le Peyrat;5;0;496;6;23
09230;Le Pla;2;N/A - résultat non disponible;61;N/A - résultat non disponible;5
09231;Le Port;0;0;167;1;14
09232;Prades;0;100;46;1;8
09233;Pradettes;1;0;44;1;8
09234;Pradières;0;100;124;1;5
09235;Prat-Bonrepaux;13;9.1;858;11;70
09236;Prayols;3;0;366;5;13
09237;Le Puch;0;N/A - résultat non disponible;28;N/A - résultat non disponible;0
09238;Les Pujols;8;0;862;8;63
09239;Quérigut;3;0;137;1;15
09240;Quié;0;50;298;2;7
09241;Rabat-les-Trois-Seigneurs;5;25;368;4;33
09242;Raissac;1;0;49;1;7
09243;Régat;2;N/A - résultat non disponible;94;N/A - résultat non disponible;6
09244;Rieucros;4;0;720;7;53
09245;Rieux-de-Pelleport;9;8.3;1261;12;68
09246;Rimont;15;20;542;5;54
09247;Rivèrenert;5;0;192;1;10
09249;Roquefixade;0;0;150;1;9
09250;Roquefort-les-Cascades;3;0;83;1;11
09251;Roumengoux;3;0;169;3;17
09252;Rouze;0;N/A - résultat non disponible;85;N/A - résultat non disponible;2
09253;Sabarat;4;0;377;4;29
09254;Saint-Amadou;3;0;272;3;13
09256;Saint-Bauzeil;1;N/A - résultat non disponible;57;N/A - résultat non disponible;1
09257;Sainte-Croix-Volvestre;10;12.5;652;16;57
09258;Saint-Félix-de-Rieutord;5;100;469;1;23
09259;Saint-Félix-de-Tournegat;2;N/A - résultat non disponible;152;N/A - résultat non disponible;12
09260;Sainte-Foi;1;N/A - résultat non disponible;30;N/A - résultat non disponible;3
09261;Saint-Girons;48;8.3;6129;72;630
09262;Saint-Jean-d'Aigues-Vives;0;0;370;3;21
09263;Saint-Jean-du-Castillonnais;0;0;28;1;3
09264;Saint-Jean-de-Verges;7;19;1288;21;130
09265;Saint-Jean-du-Falga;14;15.4;2864;39;209
09266;Saint-Julien-de-Gras-Capou;0;0;83;1;1
09267;Saint-Lary;5;0;147;2;16
09268;Saint-Lizier;16;6.7;1384;15;121
09269;Saint-Martin-de-Caralp;3;50;375;2;25
09270;Saint-Martin-d'Oydes;5;N/A - résultat non disponible;251;N/A - résultat non disponible;27
09271;Saint-Michel;3;0;91;2;17
09272;Saint-Paul-de-Jarrat;13;10;1354;10;80
09273;Saint-Pierre-de-Rivière;0;50;676;2;39
09274;Saint-Quentin-la-Tour;3;0;320;2;14
09275;Saint-Quirc;2;50;369;4;24
09276;Saint-Victor-Rouzaud;6;0;215;2;24
09277;Saint-Ybars;9;14.3;670;14;46
09279;Salsein;2;N/A - résultat non disponible;46;N/A - résultat non disponible;5
09280;Saurat;14;10;697;10;61
09281;Sautel;1;N/A - résultat non disponible;127;N/A - résultat non disponible;10
09282;Saverdun;36;10.9;4808;55;330
09283;Savignac-les-Ormeaux;0;0;397;4;23
09284;Ségura;0;0;194;2;9
09285;Seix;11;10.5;743;19;96
09287;Senconac;0;N/A - résultat non disponible;6;N/A - résultat non disponible;0
09289;Lorp-Sentaraille;18;6.2;1392;16;120
09290;Sentein;3;0;170;4;12
09291;Sentenac-d'Oust;2;50;105;2;8
09292;Sentenac-de-Sérou;0;0;47;2;3
09293;Serres-sur-Arget;14;0;772;7;75
09294;Sieuras;3;0;94;2;8
09295;Siguer;0;N/A - résultat non disponible;95;N/A - résultat non disponible;7
09296;Aulos-Sinsat;2;0;157;2;20
09297;Sor;0;N/A - résultat non disponible;28;N/A - résultat non disponible;0
09298;Sorgeat;1;N/A - résultat non disponible;90;N/A - résultat non disponible;6
09299;Soueix-Rogalle;5;20;425;5;23
09300;Soula;6;0;171;2;16
09301;Soulan;2;0;391;3;30
09303;Surba;1;37.5;333;8;26
09304;Suzan;2;N/A - résultat non disponible;24;N/A - résultat non disponible;2
09305;Tabre;5;0;342;2;34
09306;Tarascon-sur-Ariège;22;0;3060;45;243
09307;Taurignan-Castet;1;0;160;2;14
09308;Taurignan-Vieux;5;0;206;3;15
09309;Teilhet;3;N/A - résultat non disponible;162;N/A - résultat non disponible;13
09310;Thouars-sur-Arize;1;66.7;40;3;3
09311;Tignac;0;0;20;1;1
09312;La Tour-du-Crieu;9;4.4;3268;45;189
09313;Tourtouse;3;0;165;1;12
09314;Tourtrol;3;80;247;5;19
09315;Trémoulet;1;0;105;1;4
09316;Troye-d'Ariège;0;0;110;1;11
