Insee - Statistiques locales; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; 
Code;Libellé;Unités légales dans industrie manufacturière, industries extractives et autres (en nombre) 2021;Part construction dans les créations d'ent. 2023;Population municipale 2022;Créations d'entreprises (en nombre) 2023;Unités légales (en nombre) 2021
54289;Laître-sous-Amance;1;0;353;7;30
54290;Laix;0;0;209;2;5
54291;Lalœuf;4;0;301;3;14
54292;Lamath;1;50;180;2;12
54293;Landécourt;1;N/A - résultat non disponible;85;N/A - résultat non disponible;8
54294;Landremont;0;0;137;1;8
54295;Landres;2;0;979;6;44
54296;Laneuvelotte;5;50;431;2;32
54297;Laneuveville-aux-Bois;1;25;301;4;7
54298;Laneuveville-derrière-Foug;0;0;155;1;10
54299;Laneuveville-devant-Bayon;0;0;226;3;14
54300;Laneuveville-devant-Nancy;26;17.3;6595;81;348
54301;Lanfroicourt;1;0;130;1;11
54302;Lantéfontaine;4;0;734;3;43
54303;Laronxe;2;0;365;1;18
54304;Laxou;34;6.6;15126;181;845
54305;Lay-Saint-Christophe;8;9.7;2367;31;185
54306;Lay-Saint-Remy;4;0;339;4;14
54307;Lebeuville;2;0;149;2;9
54308;Leintrey;2;100;149;1;6
54309;Lemainville;2;0;414;7;14
54310;Leménil-Mitry;0;N/A - résultat non disponible;2;N/A - résultat non disponible;1
54311;Lenoncourt;1;0;592;7;40
54312;Lesménils;3;0;503;8;62
54313;Létricourt;0;0;226;2;7
54314;Lexy;9;15.4;3902;26;154
54315;Leyr;2;10;910;10;42
54316;Limey-Remenauville;0;0;312;2;10
54317;Lironville;0;0;131;1;3
54318;Liverdun;22;11.9;5656;59;268
54320;Loisy;0;50;323;4;17
54321;Longlaville;8;11.8;2373;17;93
54322;Longuyon;16;10.3;5141;39;228
54323;Longwy;30;7.1;15492;113;564
54324;Lorey;0;0;87;1;5
54325;Loromontzey;1;0;78;3;9
54326;Lubey;1;0;215;4;8
54327;Lucey;3;0;624;3;28
54328;Ludres;35;21.4;5899;56;518
54329;Lunéville;69;11.1;17920;189;1039
54330;Lupcourt;6;0;416;2;36
54331;Magnières;3;100;284;1;20
54332;Maidières;3;6.2;1495;16;66
54333;Mailly-sur-Seille;1;0;244;1;10
54334;Mairy-Mainville;1;0;555;6;9
54335;Maixe;0;0;405;6;10
54336;Maizières;2;14.3;917;7;41
54337;Malavillers;1;N/A - résultat non disponible;125;N/A - résultat non disponible;9
54338;Malleloy;5;16.7;986;12;41
54339;Malzéville;20;4.9;7818;103;479
54340;Mamey;2;0;335;2;19
54343;Mandres-aux-Quatre-Tours;0;0;201;2;11
54344;Mangonville;4;0;209;1;11
54345;Manoncourt-en-Vermois;4;16.7;338;6;17
54346;Manoncourt-en-Woëvre;5;33.3;254;3;13
54348;Manonville;0;N/A - résultat non disponible;239;N/A - résultat non disponible;11
54349;Manonviller;3;N/A - résultat non disponible;171;N/A - résultat non disponible;8
54350;Marainviller;5;0;702;13;25
54351;Marbache;7;14.3;1671;14;82
54352;Maron;3;14.3;837;7;41
54353;Mars-la-Tour;4;11.1;885;9;52
54354;Marthemont;0;N/A - résultat non disponible;51;N/A - résultat non disponible;3
54355;Martincourt;4;0;91;1;7
54356;Mattexey;0;N/A - résultat non disponible;64;N/A - résultat non disponible;3
54357;Maxéville;34;9.5;10014;126;690
54358;Mazerulles;1;0;285;4;10
54359;Méhoncourt;3;0;243;4;9
54360;Ménil-la-Tour;2;0;342;1;21
54362;Mercy-le-Bas;2;0;1276;8;43
54363;Mercy-le-Haut;5;16.7;268;6;10
54364;Méréville;4;9.1;1288;11;71
54365;Merviller;2;33.3;328;3;12
54366;Messein;16;13.6;1994;22;177
54367;Mexy;6;9.1;2303;22;65
54368;Mignéville;1;50;173;2;8
54369;Millery;7;20;597;10;58
54370;Minorville;2;0;226;3;10
54371;Moineville;5;16.7;1097;12;46
54372;Moivrons;3;25;532;4;28
54373;Moncel-lès-Lunéville;8;0;612;6;81
54374;Moncel-sur-Seille;5;27.3;533;11;23
54375;Montauville;3;20;1089;10;48
54376;Montenoy;1;0;401;3;16
54377;Montigny;2;N/A - résultat non disponible;151;N/A - résultat non disponible;6
54378;Montigny-sur-Chiers;0;0;479;2;8
54379;Mont-l'Étroit;2;N/A - résultat non disponible;95;N/A - résultat non disponible;8
54380;Mont-le-Vignoble;4;0;415;4;14
54381;Montreux;0;N/A - résultat non disponible;52;N/A - résultat non disponible;1
54382;Mont-Saint-Martin;9;10.9;9282;64;195
54383;Mont-sur-Meurthe;5;0;1132;12;42
54385;Morfontaine;2;0;1076;8;28
54386;Moriviller;0;0;93;2;5
54387;Morville-sur-Seille;0;40;167;5;6
54388;Mouacourt;0;N/A - résultat non disponible;75;N/A - résultat non disponible;2
54389;Mouaville;0;0;104;1;2
54390;Mousson;1;0;102;1;6
54391;Moutiers;6;40;1591;10;45
54392;Moutrot;0;0;320;3;11
54393;Moyen;4;12.5;522;8;23
54394;Murville;0;N/A - résultat non disponible;237;N/A - résultat non disponible;9
54395;Nancy;318;4.6;104387;1948;8948
54396;Neufmaisons;0;0;212;5;6
54397;Neuves-Maisons;24;9.5;6572;63;397
54398;Neuviller-lès-Badonviller;0;100;92;1;5
54399;Neuviller-sur-Moselle;2;28.6;251;7;14
54400;Nomeny;9;6.2;1139;16;91
54401;Nonhigny;0;N/A - résultat non disponible;134;N/A - résultat non disponible;8
54402;Norroy-le-Sec;0;12.5;418;8;14
54403;Norroy-lès-Pont-à-Mousson;2;33.3;1161;9;60
54404;Noviant-aux-Prés;4;0;233;1;15
54405;Ochey;3;25;522;8;20
54406;Ogéviller;3;0;279;1;15
54407;Ognéville;2;33.3;91;3;4
54408;Olley;1;0;223;2;10
54409;Omelmont;2;0;193;4;11
54410;Onville;4;0;509;3;24
54411;Ormes-et-Ville;1;N/A - résultat non disponible;221;N/A - résultat non disponible;8
54412;Othe;1;0;39;1;1
54413;Ozerailles;0;N/A - résultat non disponible;147;N/A - résultat non disponible;7
54414;Pagney-derrière-Barine;2;0;649;6;22
54415;Pagny-sur-Moselle;15;13.5;3953;37;162
54416;Pannes;1;N/A - résultat non disponible;175;N/A - résultat non disponible;7
54417;Parey-Saint-Césaire;0;0;245;1;6
54418;Parroy;0;0;179;3;3
54419;Parux;1;N/A - résultat non disponible;72;N/A - résultat non disponible;3
54420;Petit-Failly;0;0;94;1;6
54421;Petitmont;3;33.3;307;3;13
54422;Pettonville;1;N/A - résultat non disponible;66;N/A - résultat non disponible;8
54423;Pexonne;1;0;330;2;8
54424;Phlin;1;N/A - résultat non disponible;41;N/A - résultat non disponible;4
54425;Piennes;7;15.4;2443;26;95
54426;Pierre-la-Treiche;6;20;474;5;23
54427;Pierre-Percée;3;N/A - résultat non disponible;96;N/A - résultat non disponible;10
54428;Pierrepont;2;28.6;827;7;30
54429;Pierreville;2;0;298;3;18
54430;Pompey;28;7.3;4815;41;293
54431;Pont-à-Mousson;46;8.8;14383;194;867
54432;Pont-Saint-Vincent;8;5;1784;20;103
54433;Port-sur-Seille;4;0;230;1;14
54434;Praye;1;0;251;3;8
54435;Prény;1;50;373;2;16
54436;Preutin-Higny;1;N/A - résultat non disponible;159;N/A - résultat non disponible;7
54437;Pulligny;4;21.4;1151;14;61
54438;Pulney;0;0;55;1;5
54439;Pulnoy;23;7;5123;57;301
54440;Puxe;0;N/A - résultat non disponible;112;N/A - résultat non disponible;6
54441;Puxieux;0;0;221;1;10
54442;Quevilloncourt;1;100;96;1;5
54443;Raon-lès-Leau;0;N/A - résultat non disponible;39;N/A - résultat non disponible;0
54444;Raucourt;3;16.7;232;6;16
54445;Raville-sur-Sânon;0;0;104;1;5
54446;Réchicourt-la-Petite;1;50;63;2;6
54447;Réclonville;0;0;70;2;2
54449;Rehainviller;3;0;1053;2;44
54450;Reherrey;2;0;152;1;6
54451;Réhon;6;12.5;3811;24;99
54452;Reillon;2;N/A - résultat non disponible;73;N/A - résultat non disponible;7
54453;Rembercourt-sur-Mad;2;N/A - résultat non disponible;154;N/A - résultat non disponible;7
54455;Remenoville;0;25;156;4;5
54456;Réméréville;4;0;642;8;38
54457;Remoncourt;0;N/A - résultat non disponible;41;N/A - résultat non disponible;1
54458;Repaix;1;0;109;2;4
54459;Richardménil;9;3.6;2362;28;123
54460;Rogéville;2;0;152;1;6
54461;Romain;0;N/A - résultat non disponible;69;N/A - résultat non disponible;3
54462;Rosières-aux-Salines;17;4.2;2814;24;144
54463;Rosières-en-Haye;0;0;248;2;14
54464;Rouves;0;N/A - résultat non disponible;102;N/A - résultat non disponible;3
54465;Roville-devant-Bayon;6;7.1;746;14;37
54466;Royaumeix;0;0;396;4;14
54467;Rozelieures;3;0;183;3;11
54468;Saffais;0;N/A - résultat non disponible;106;N/A - résultat non disponible;8
54469;Saint-Ail;0;0;438;3;17
54470;Saint-Baussant;0;50;65;2;3
54471;Saint-Boingt;0;0;74;1;4
54472;Saint-Clément;6;20;850;10;34
54473;Saint-Firmin;0;0;290;3;10
54474;Sainte-Geneviève;2;100;189;1;15
54475;Saint-Germain;1;N/A - résultat non disponible;157;N/A - résultat non disponible;7
54476;Saint-Jean-lès-Longuyon;0;N/A - résultat non disponible;409;N/A - résultat non disponible;10
54477;Saint-Julien-lès-Gorze;0;0;162;2;8
54478;Saint-Marcel;3;0;150;2;16
54479;Saint-Mard;3;N/A - résultat non disponible;102;N/A - résultat non disponible;7
54480;Saint-Martin;0;N/A - résultat non disponible;54;N/A - résultat non disponible;0
54481;Saint-Maurice-aux-Forges;0;0;100;2;11
54482;Saint-Max;19;5.8;10100;120;539
54483;Saint-Nicolas-de-Port;24;14.3;7363;63;427
54484;Sainte-Pôle;0;0;179;1;1
54485;Saint-Pancré;1;N/A - résultat non disponible;308;N/A - résultat non disponible;6
54486;Saint-Remimont;2;0;325;3;17
54487;Saint-Rémy-aux-Bois;0;N/A - résultat non disponible;65;N/A - résultat non disponible;0
54488;Saint-Sauveur;0;N/A - résultat non disponible;40;N/A - résultat non disponible;3
54489;Saint-Supplet;0;0;151;2;5
54490;Saizerais;8;21.4;1457;14;80
54491;Sancy;0;20;363;5;11
54492;Sanzey;0;0;148;1;9
54493;Saulnes;5;10;2261;10;44
54494;Saulxerotte;1;N/A - résultat non disponible;101;N/A - résultat non disponible;8
54495;Saulxures-lès-Nancy;18;2.3;4306;43;204
54496;Saulxures-lès-Vannes;4;0;371;1;10
54497;Saxon-Sion;2;0;66;1;9
54498;Seichamps;22;11.9;5155;67;341
54499;Seicheprey;2;0;109;2;13
54500;Selaincourt;1;N/A - résultat non disponible;187;N/A - résultat non disponible;5
54501;Seranville;0;0;101;2;5
54502;Serres;2;14.3;250;7;13
54504;Serrouville;0;0;674;3;16
54505;Sexey-aux-Forges;4;0;724;5;34
54507;Sionviller;3;0;99;1;9
54508;Sivry;0;50;239;2;8
54509;Sommerviller;5;0;1002;4;34
54510;Sornéville;3;20;327;5;24
54511;Sponville;0;50;108;2;2
54512;Tanconville;0;N/A - résultat non disponible;106;N/A - résultat non disponible;3
54513;Tantonville;5;33.3;655;6;30
54514;Tellancourt;2;0;638;3;18
54515;Thélod;1;0;250;1;14
54516;They-sous-Vaudemont;0;N/A - résultat non disponible;18;N/A - résultat non disponible;0
54517;Thézey-Saint-Martin;1;0;201;2;7
54518;Thiaucourt-Regniéville;6;0;1120;10;62
54519;Thiaville-sur-Meurthe;3;25;595;4;30
54520;Thiébauménil;0;0;383;4;17
54521;Thil;6;25;2006;8;57
54522;Thorey-Lyautey;0;100;122;1;4
54523;Thuilley-aux-Groseilles;0;0;434;3;9
54524;Thumeréville;0;100;97;1;4
54525;Tiercelet;1;0;635;1;29
54526;Tomblaine;28;13.1;9040;122;420
54527;Tonnoy;3;9.1;651;11;40
54528;Toul;76;11.7;15570;171;982
54529;Tramont-Émy;0;N/A - résultat non disponible;28;N/A - résultat non disponible;3
54530;Tramont-Lassus;1;0;91;1;3
54531;Tramont-Saint-André;1;0;62;1;3
54532;Tremblecourt;1;0;158;2;5
54533;Trieux;5;9.5;2682;21;100
54534;Trondes;1;0;521;2;20
54535;Tronville;2;N/A - résultat non disponible;195;N/A - résultat non disponible;18
54536;Tucquegnieux;15;6.2;2434;16;114
54537;Ugny;0;0;695;6;18
54538;Uruffe;1;0;367;3;8
54539;Vacqueville;0;0;222;2;4
54540;Val-et-Châtillon;1;0;557;4;8
54541;Valhey;0;0;160;1;6
54542;Valleroy;8;13.3;2355;15;102
54543;Vallois;0;0;124;2;2
54544;Vandelainville;1;0;142;1;5
54545;Vandeléville;0;0;211;4;16
54546;Vandières;3;60;932;5;38
54547;Vandœuvre-lès-Nancy;60;12.1;29697;422;1746
54548;Vannes-le-Châtel;4;0;511;7;14
54549;Varangéville;9;17.9;3555;39;154
54550;Vathiménil;0;0;315;5;14
54551;Vaucourt;0;0;62;2;4
54552;Vaudémont;1;0;70;2;5
54553;Vaudeville;0;N/A - résultat non disponible;159;N/A - résultat non disponible;9
54554;Vaudigny;0;N/A - résultat non disponible;82;N/A - résultat non disponible;4
54555;Vaxainville;0;0;84;1;0
54556;Vého;1;N/A - résultat non disponible;111;N/A - résultat non disponible;4
54557;Bois-de-Haye;20;7.5;2333;40;218
54558;Velaine-sous-Amance;2;0;284;3;12
54559;Velle-sur-Moselle;1;25;320;4;9
54560;Veney;0;N/A - résultat non disponible;53;N/A - résultat non disponible;1
54561;Vennezey;0;N/A - résultat non disponible;38;N/A - résultat non disponible;1
54562;Verdenal;2;0;124;2;4
54563;Vézelise;10;4.5;1354;22;106
54564;Viéville-en-Haye;1;33.3;140;3;8
54565;Vigneulles;0;0;234;2;7
54566;Vilcey-sur-Trey;2;N/A - résultat non disponible;147;N/A - résultat non disponible;6
54567;Villacourt;0;0;354;6;11
54568;Ville-au-Montois;0;0;246;3;8
54569;Ville-au-Val;0;0;183;1;5
54570;Villecey-sur-Mad;1;33.3;343;3;9
54571;Ville-en-Vermois;6;11.1;595;9;78
54572;Ville-Houdlémont;2;0;705;10;11
54573;Villers-en-Haye;0;0;159;1;5
54574;Villers-la-Chèvre;1;0;568;4;17
54575;Villers-la-Montagne;18;11.8;1562;17;104
54576;Villers-le-Rond;0;N/A - résultat non disponible;116;N/A - résultat non disponible;5
54577;Villers-lès-Moivrons;1;0;143;1;8
54578;Villers-lès-Nancy;21;5.9;14938;152;738
54579;Villers-sous-Prény;1;0;330;6;16
54580;Villerupt;9;3;10086;67;208
54581;Ville-sur-Yron;2;0;296;1;15
54582;Villette;3;0;188;2;9
54583;Villey-le-Sec;0;0;419;2;31
54584;Villey-Saint-Étienne;4;11.1;1020;9;46
54585;Virecourt;2;0;499;4;18
54586;Viterne;0;12.5;740;8;25
54587;Vitrey;1;N/A - résultat non disponible;192;N/A - résultat non disponible;8
54588;Vitrimont;2;0;387;1;18
54589;Vittonville;1;N/A - résultat non disponible;126;N/A - résultat non disponible;8
54590;Viviers-sur-Chiers;2;0;658;1;17
54591;Voinémont;3;0;333;6;13
54592;Vroncourt;2;0;266;2;17
54593;Waville;4;0;436;1;20
54594;Xammes;0;100;178;1;7
54595;Xermaménil;1;20;552;5;15
54596;Xeuilley;5;13.3;962;15;33
54597;Xirocourt;4;40;452;5;30
54598;Xivry-Circourt;0;50;267;2;12
54599;Xonville;0;N/A - résultat non disponible;104;N/A - résultat non disponible;5
54600;Xousse;0;0;113;2;8
54601;Xures;0;0;92;1;1
54602;Han-devant-Pierrepont;1;N/A - résultat non disponible;146;N/A - résultat non disponible;2
55001;Abainville;8;50;282;2;18
55002;Abaucourt-Hautecourt;1;0;100;1;7
55004;Aincreville;0;N/A - résultat non disponible;81;N/A - résultat non disponible;2
55005;Amanty;1;N/A - résultat non disponible;35;N/A - résultat non disponible;4
55007;Ambly-sur-Meuse;3;0;241;2;14
55008;Amel-sur-l'Étang;1;0;150;2;6
55009;Ancemont;1;0;525;8;19
55010;Ancerville;24;16;2583;25;119
55011;Andernay;2;0;243;3;10
55012;Apremont-la-Forêt;1;0;425;2;18
55013;Arrancy-sur-Crusnes;5;50;458;2;17
55014;Aubréville;1;0;367;3;14
55015;Aulnois-en-Perthois;1;0;470;5;26
55017;Autrécourt-sur-Aire;0;0;112;2;3
55018;Autréville-Saint-Lambert;0;N/A - résultat non disponible;35;N/A - résultat non disponible;3
55021;Avillers-Sainte-Croix;0;0;80;3;2
55022;Avioth;0;33.3;120;3;10
55023;Avocourt;1;0;121;1;4
55024;Azannes-et-Soumazannes;2;N/A - résultat non disponible;160;N/A - résultat non disponible;7
55025;Baâlon;1;50;268;2;11
55026;Badonvilliers-Gérauvilliers;0;N/A - résultat non disponible;127;N/A - résultat non disponible;4
55027;Bannoncourt;2;33.3;161;3;4
55028;Bantheville;1;N/A - résultat non disponible;103;N/A - résultat non disponible;1
55029;Bar-le-Duc;49;6.5;14615;123;851
55031;Baudonvilliers;0;50;377;4;12
55032;Baudrémont;0;N/A - résultat non disponible;41;N/A - résultat non disponible;2
55033;Baulny;1;N/A - résultat non disponible;20;N/A - résultat non disponible;1
55034;Bazeilles-sur-Othain;0;N/A - résultat non disponible;109;N/A - résultat non disponible;1
55035;Bazincourt-sur-Saulx;0;0;142;1;8
55036;Beauclair;2;0;90;1;6
55037;Beaufort-en-Argonne;1;N/A - résultat non disponible;127;N/A - résultat non disponible;6
55038;Beaulieu-en-Argonne;0;N/A - résultat non disponible;39;N/A - résultat non disponible;3
55039;Beaumont-en-Verdunois;0;0;0;1;0
55040;Beausite;6;0;256;4;19
55041;Behonne;3;20;603;5;21
55042;Belleray;1;0;486;3;20
55043;Belleville-sur-Meuse;17;2.9;3023;34;200
55044;Belrain;0;0;38;1;0
55045;Belrupt-en-Verdunois;1;0;541;2;23
55046;Beney-en-Woëvre;0;0;136;1;3
55047;Béthelainville;0;0;156;2;5
55048;Béthincourt;0;N/A - résultat non disponible;47;N/A - résultat non disponible;0
55049;Beurey-sur-Saulx;2;33.3;418;3;18
55050;Bezonvaux;0;N/A - résultat non disponible;0;N/A - résultat non disponible;0
55051;Biencourt-sur-Orge;1;0;112;2;3
55053;Billy-sous-Mangiennes;2;N/A - résultat non disponible;358;N/A - résultat non disponible;12
55054;Bislée;1;0;62;1;9
55055;Blanzée;0;N/A - résultat non disponible;13;N/A - résultat non disponible;0
55057;Boinville-en-Woëvre;0;N/A - résultat non disponible;77;N/A - résultat non disponible;3
55058;Boncourt-sur-Meuse;0;0;319;3;3
55059;Bonnet;2;0;181;2;10
55060;Bonzée;0;0;367;1;16
55061;Le Bouchon-sur-Saulx;2;0;232;2;3
55062;Bouconville-sur-Madt;1;0;100;1;4
55063;Bouligny;9;0;2428;25;62
55064;Bouquemont;0;N/A - résultat non disponible;118;N/A - résultat non disponible;2
55065;Boureuilles;2;0;117;2;10
55066;Bovée-sur-Barboure;0;0;130;3;7
55067;Boviolles;1;100;97;1;9
55068;Brabant-en-Argonne;0;0;100;1;1
55069;Brabant-le-Roi;5;0;222;2;7
55070;Brabant-sur-Meuse;0;0;117;1;4
55071;Brandeville;0;0;172;1;4
55072;Braquis;0;N/A - résultat non disponible;104;N/A - résultat non disponible;10
55073;Bras-sur-Meuse;7;16.7;669;6;53
55075;Brauvilliers;1;0;164;3;5
55076;Bréhéville;0;0;186;2;1
55077;Breux;1;0;261;1;5
55078;Brieulles-sur-Meuse;2;0;311;3;13
55079;Brillon-en-Barrois;0;0;713;6;21
55080;Brixey-aux-Chanoines;1;50;78;2;4
55081;Brizeaux;0;0;62;1;1
55082;Brocourt-en-Argonne;0;N/A - résultat non disponible;46;N/A - résultat non disponible;2
55083;Brouennes;0;0;161;1;9
55084;Broussey-en-Blois;0;50;57;2;4
55085;Broussey-Raulecourt;0;0;285;2;8
55087;Bure;0;N/A - résultat non disponible;88;N/A - résultat non disponible;3
55088;Burey-en-Vaux;1;0;157;1;4
55089;Burey-la-Côte;0;0;86;2;3
55093;Buxières-sous-les-Côtes;1;0;266;5;7
55094;Buzy-Darmont;5;25;524;4;21
55095;Cesse;2;0;113;1;9
55096;Chaillon;2;0;110;2;6
55097;Chalaines;0;0;304;2;12
55099;Champneuville;0;N/A - résultat non disponible;119;N/A - résultat non disponible;2
55100;Champougny;1;0;86;3;5
55101;Chardogne;2;0;302;1;14
55102;Charny-sur-Meuse;3;20;521;5;24
55103;Charpentry;0;N/A - résultat non disponible;23;N/A - résultat non disponible;1
55104;Chassey-Beaupré;0;33.3;87;3;1
55105;Châtillon-sous-les-Côtes;3;16.7;174;6;17
55106;Chattancourt;0;N/A - résultat non disponible;176;N/A - résultat non disponible;6
55107;Chaumont-devant-Damvillers;0;N/A - résultat non disponible;46;N/A - résultat non disponible;1
55108;Chaumont-sur-Aire;0;0;120;2;8
55109;Chauvency-le-Château;0;N/A - résultat non disponible;225;N/A - résultat non disponible;3
55110;Chauvency-Saint-Hubert;1;50;216;2;5
55111;Chauvoncourt;11;0;432;4;44
55113;Cheppy;0;0;155;1;7
55114;Chonville-Malaumont;0;0;204;2;6
55115;Cierges-sous-Montfaucon;0;0;45;1;0
55116;Le Claon;0;N/A - résultat non disponible;48;N/A - résultat non disponible;3
55117;Clermont-en-Argonne;7;0;1428;8;78
55118;Cléry-le-Grand;1;0;89;1;5
55119;Cléry-le-Petit;1;N/A - résultat non disponible;189;N/A - résultat non disponible;4
55120;Combles-en-Barrois;1;0;773;9;22
55121;Combres-sous-les-Côtes;1;50;108;2;7
55122;Commercy;19;2.4;5332;42;328
55123;Les Hauts-de-Chée;3;0;702;1;50
55124;Consenvoye;2;50;290;2;13
55125;Contrisson;7;10;773;10;30
55127;Courcelles-en-Barrois;0;0;51;1;1
55128;Courcelles-sur-Aire;1;0;42;1;2
55129;Courouvre;0;0;41;1;5
55132;Cousances-les-Forges;19;25;1644;12;68
55133;Couvertpuis;0;50;82;2;2
55134;Couvonges;2;0;153;1;7
55137;Cuisy;0;N/A - résultat non disponible;48;N/A - résultat non disponible;1
55138;Culey;0;N/A - résultat non disponible;124;N/A - résultat non disponible;1
55139;Cumières-le-Mort-Homme;0;N/A - résultat non disponible;0;N/A - résultat non disponible;0
55140;Cunel;0;N/A - résultat non disponible;22;N/A - résultat non disponible;0
55141;Dagonville;1;N/A - résultat non disponible;86;N/A - résultat non disponible;1
55142;Dainville-Bertheléville;0;0;121;1;3
55143;Damloup;0;N/A - résultat non disponible;126;N/A - résultat non disponible;2
55144;Dammarie-sur-Saulx;1;0;369;2;22
55145;Damvillers;8;25;615;4;38
55146;Dannevoux;2;0;192;1;6
55148;Delouze-Rosières;0;0;118;1;6
55149;Delut;1;N/A - résultat non disponible;126;N/A - résultat non disponible;8
55150;Demange-Baudignécourt;4;0;509;3;20
55153;Dieppe-sous-Douaumont;3;0;193;3;12
55154;Dieue-sur-Meuse;4;9.1;1452;11;67
55155;Dombasle-en-Argonne;1;20;374;5;29
55156;Dombras;1;0;139;1;7
55157;Dommartin-la-Montagne;0;N/A - résultat non disponible;51;N/A - résultat non disponible;2
55158;Dommary-Baroncourt;2;20;745;5;18
55159;Dompcevrin;3;0;369;3;16
55160;Dompierre-aux-Bois;0;N/A - résultat non disponible;37;N/A - résultat non disponible;2
55162;Domremy-la-Canne;1;N/A - résultat non disponible;28;N/A - résultat non disponible;1
55163;Doncourt-aux-Templiers;2;0;67;1;5
55165;Doulcon;1;0;422;1;31
55166;Dugny-sur-Meuse;2;0;1262;9;41
55167;Dun-sur-Meuse;4;100;590;1;33
55168;Duzey;0;0;46;1;2
55169;Écouviez;3;14.3;534;7;14
55170;Écurey-en-Verdunois;0;0;113;2;1
55171;Eix;1;0;262;4;10
55172;Les Éparges;0;0;61;2;1
55173;Épiez-sur-Meuse;0;N/A - résultat non disponible;38;N/A - résultat non disponible;0
55174;Épinonville;1;0;69;1;3
55175;Érize-la-Brûlée;1;0;174;7;10
55177;Érize-la-Petite;0;N/A - résultat non disponible;43;N/A - résultat non disponible;2
55178;Érize-Saint-Dizier;0;50;193;2;3
55179;Erneville-aux-Bois;3;0;146;1;7
55180;Esnes-en-Argonne;1;0;135;1;5
55181;Étain;14;5.4;3449;37;172
55182;Éton;0;0;201;2;4
55183;Étraye;0;N/A - résultat non disponible;37;N/A - résultat non disponible;0
55184;Euville;9;0;1635;9;51
55185;Èvres;1;0;89;1;2
55186;Fains-Véel;8;0;2088;22;105
55188;Flassigny;0;N/A - résultat non disponible;45;N/A - résultat non disponible;3
55189;Fleury-devant-Douaumont;0;N/A - résultat non disponible;0;N/A - résultat non disponible;0
55191;Foameix-Ornel;1;0;228;2;6
55192;Fontaines-Saint-Clair;0;0;36;1;2
55193;Forges-sur-Meuse;0;N/A - résultat non disponible;122;N/A - résultat non disponible;8
55194;Foucaucourt-sur-Thabas;1;0;61;1;2
55195;Fouchères-aux-Bois;2;0;133;2;4
55196;Frémeréville-sous-les-Côtes;1;50;127;2;4
55197;Fresnes-au-Mont;0;N/A - résultat non disponible;164;N/A - résultat non disponible;7
55198;Fresnes-en-Woëvre;4;28.6;668;7;57
55199;Froidos;1;50;91;2;6
55200;Fromeréville-les-Vallons;1;0;212;2;11
55201;Fromezey;0;N/A - résultat non disponible;65;N/A - résultat non disponible;2
55202;Futeau;0;N/A - résultat non disponible;139;N/A - résultat non disponible;6
55204;Génicourt-sur-Meuse;1;33.3;293;6;4
55206;Gercourt-et-Drillancourt;0;N/A - résultat non disponible;123;N/A - résultat non disponible;7
55207;Géry;1;N/A - résultat non disponible;54;N/A - résultat non disponible;3
55208;Gesnes-en-Argonne;0;N/A - résultat non disponible;52;N/A - résultat non disponible;2
55210;Gimécourt;1;N/A - résultat non disponible;38;N/A - résultat non disponible;2
55211;Gincrey;0;N/A - résultat non disponible;61;N/A - résultat non disponible;0
55212;Girauvoisin;0;0;77;2;3
55214;Givrauval;0;0;287;1;11
55215;Gondrecourt-le-Château;9;12.5;1041;8;72
55216;Gouraincourt;1;N/A - résultat non disponible;70;N/A - résultat non disponible;2
55217;Goussaincourt;1;50;118;2;4
55218;Gremilly;1;N/A - résultat non disponible;44;N/A - résultat non disponible;1
55219;Grimaucourt-en-Woëvre;1;33.3;97;3;4
55220;Grimaucourt-près-Sampigny;1;N/A - résultat non disponible;93;N/A - résultat non disponible;3
55221;Guerpont;1;0;236;2;10
55222;Gussainville;0;N/A - résultat non disponible;34;N/A - résultat non disponible;0
55224;Haironville;1;0;567;6;15
55225;Halles-sous-les-Côtes;1;N/A - résultat non disponible;138;N/A - résultat non disponible;6
55226;Han-lès-Juvigny;0;0;125;1;1
55228;Hannonville-sous-les-Côtes;3;50;546;4;27
55229;Han-sur-Meuse;4;25;269;4;16
55232;Harville;0;0;112;1;8
55236;Haudainville;4;25;933;4;56
55237;Haudiomont;0;25;232;4;8
55239;Haumont-près-Samogneux;0;N/A - résultat non disponible;0;N/A - résultat non disponible;0
55241;Heippes;0;N/A - résultat non disponible;83;N/A - résultat non disponible;2
55242;Hennemont;0;N/A - résultat non disponible;111;N/A - résultat non disponible;5
55243;Herbeuville;1;0;181;1;12
55244;Herméville-en-Woëvre;3;40;221;5;13
55245;Heudicourt-sous-les-Côtes;3;N/A - résultat non disponible;169;N/A - résultat non disponible;13
55246;Hévilliers;2;0;156;2;9
55247;Horville-en-Ornois;1;N/A - résultat non disponible;46;N/A - résultat non disponible;2
55248;Houdelaincourt;3;0;277;6;24
55250;Inor;0;0;178;4;7
55251;Ippécourt;1;0;94;1;7
55252;Iré-le-Sec;0;33.3;151;3;6
55253;Les Islettes;2;37.5;696;8;33
55254;Les Trois-Domaines;0;0;121;1;5
55255;Jametz;0;0;250;2;7
55256;Jonville-en-Woëvre;0;100;144;1;2
55257;Jouy-en-Argonne;0;N/A - résultat non disponible;55;N/A - résultat non disponible;1
55258;Geville;3;11.1;627;9;26
55260;Julvécourt;0;N/A - résultat non disponible;59;N/A - résultat non disponible;1
