Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Unités légales (en nombre) 2021;Population municipale 2022;Densité de population (historique depuis 1876) 2021;Part construction dans les créations d'ent. 2023
48039;Chanac;101;1421;20.2;9.1
48041;Chastanier;11;78;7.5;N/A - résultat non disponible
48042;Chastel-Nouvel;44;932;29.4;0
48043;Châteauneuf-de-Randon;32;518;21.4;16.7
48044;Chauchailles;2;80;4.8;N/A - résultat non disponible
48045;Chaudeyrac;19;288;6.6;0
48046;Chaulhac;2;59;6.5;N/A - résultat non disponible
48048;Cheylard-l'Évêque;6;64;2.1;0
48050;Bédouès-Cocurès;44;448;14.7;0
48051;Le Collet-de-Dèze;66;678;25.7;18.2
48053;Cubières;14;189;3.9;25
48054;Cubiérettes;0;45;4.1;N/A - résultat non disponible
48055;Cultures;6;197;48.7;N/A - résultat non disponible
48056;Esclanèdes;25;428;33.6;16.7
48058;La Fage-Montivernoux;4;133;3.7;50
48059;La Fage-Saint-Julien;7;303;16.8;N/A - résultat non disponible
48061;Florac Trois Rivières;213;2111;43.3;6.5
48063;Fontans;13;227;6.9;33.3
48064;Fournels;35;369;23.4;0
48065;Fraissinet-de-Fourques;8;82;3.3;0
48067;Gabriac;11;102;11.8;0
48068;Gabrias;2;159;7.8;0
48069;Gatuzières;3;52;1.8;N/A - résultat non disponible
48070;Grandrieu;74;742;11.4;15.4
48071;Grandvals;2;59;4.8;0
48072;Grèzes;15;209;13.7;33.3
48073;Les Hermaux;5;103;5.6;N/A - résultat non disponible
48074;Hures-la-Parade;31;232;2.5;N/A - résultat non disponible
48075;Ispagnac;93;897;16.7;0
48077;Julianges;1;48;5.1;N/A - résultat non disponible
48079;Lajo;6;117;6.2;0
48080;Langogne;254;2860;91.3;3.2
48081;Lanuéjols;16;370;10.8;0
48082;Laubert;5;102;7.1;N/A - résultat non disponible
48083;Les Laubies;11;151;6.6;0
48085;Laval-du-Tarn;8;103;2.7;N/A - résultat non disponible
48086;Luc;15;207;4.5;0
48087;Prinsuéjols-Malbouzon;40;250;4.5;0
48088;La Malène;33;131;3.3;0
48089;Le Malzieu-Forain;22;491;10.2;0
48090;Le Malzieu-Ville;71;743;95;0
48091;Marchastel;5;45;1.3;0
48092;Marvejols;320;4752;380.6;5.7
48094;Massegros Causses Gorges;105;936;5.9;12.5
48095;Mende;887;12322;336.9;10.6
48096;Meyrueis;77;778;7.5;13.3
48097;Moissac-Vallée-Française;18;217;8.1;0
48098;Molezon;9;97;6.6;0
48099;Bourgs sur Colagne;103;2077;39.1;10
48100;Montbel;9;147;6;0
48103;Montrodat;46;1168;57.1;9.1
48104;Nasbinals;74;576;9;12.5
48105;Naussac-Fontanes;19;368;15;0
48106;Noalhac;4;95;7;0
48107;Palhers;13;192;21.4;N/A - résultat non disponible
48108;La Panouse;6;86;2;33.3
48110;Paulhac-en-Margeride;7;92;6.1;N/A - résultat non disponible
48111;Pelouse;13;229;7;0
48112;Pierrefiche;4;160;9.6;0
48115;Le Pompidou;15;182;7.6;0
48116;Pont de Montvert - Sud Mont Lozère;67;537;3.3;0
48117;Pourcharesses;19;128;4;N/A - résultat non disponible
48119;Prévenchères;22;270;4.2;0
48121;Prunières;7;226;17.5;0
48123;Recoules-d'Aubrac;17;164;6.3;N/A - résultat non disponible
48124;Recoules-de-Fumas;10;99;10.3;0
48126;Lachamp-Ribennes;33;375;7.3;0
48127;Monts-de-Randon;70;1209;8.4;0
48128;Rimeize;31;614;18.8;12.5
48129;Rocles;17;242;11.8;N/A - résultat non disponible
48130;Rousses;12;119;5.5;0
48131;Le Rozier;33;128;64;0
48132;Saint-Alban-sur-Limagnole;77;1378;26.9;14.3
48135;Saint-André-Capcèze;11;205;20;0
48136;Saint-André-de-Lancize;7;163;7;100
48137;Saint-Bauzile;32;590;20.5;12.5
48138;Saint-Bonnet-de-Chirac;2;72;9.2;N/A - résultat non disponible
48139;Saint Bonnet-Laval;12;258;8;N/A - résultat non disponible
48140;Saint-Chély-d'Apcher;315;4025;144.9;4.2
48141;Mas-Saint-Chély;16;102;1.8;0
48144;Sainte-Croix-Vallée-Française;37;305;15.8;0
48145;Saint-Denis-en-Margeride;11;142;3.8;0
48146;Gorges du Tarn Causses;136;901;6.2;25
48147;Saint-Étienne-du-Valdonnez;42;641;11.4;0
48148;Saint-Étienne-Vallée-Française;44;494;9.7;0
48149;Sainte-Eulalie;0;36;1.7;N/A - résultat non disponible
48150;Saint-Flour-de-Mercoire;19;185;15.3;0
48151;Saint-Frézal-d'Albuges;5;61;3.5;N/A - résultat non disponible
48152;Ventalon en Cévennes;25;258;10.9;0
48153;Saint-Gal;3;89;8.9;N/A - résultat non disponible
48155;Saint-Germain-de-Calberte;55;477;12.2;0
48156;Saint-Germain-du-Teil;43;860;38;0
48157;Sainte-Hélène;8;97;14.9;0
48158;Saint-Hilaire-de-Lavit;12;101;9.6;0
48160;Saint-Jean-la-Fouillouse;9;126;4.6;N/A - résultat non disponible
48161;Saint-Juéry;2;54;35.8;N/A - résultat non disponible
48163;Saint-Julien-des-Points;7;119;31.1;0
48165;Saint-Laurent-de-Muret;11;191;4.1;0
48166;Cans et Cévennes;24;288;6.6;66.7
48167;Saint-Laurent-de-Veyrès;2;34;4.1;N/A - résultat non disponible
48168;Saint-Léger-de-Peyre;13;188;7;0
48169;Saint-Léger-du-Malzieu;4;211;11;0
48170;Saint-Martin-de-Boubaux;14;194;6.2;33.3
48171;Saint-Martin-de-Lansuscle;17;192;10.7;0
48173;Saint-Michel-de-Dèze;15;227;16.1;0
48174;Saint-Paul-le-Froid;6;134;3.1;0
48175;Saint-Pierre-de-Nogaret;7;174;10.6;0
48176;Saint-Pierre-des-Tripiers;9;96;2.7;33.3
48177;Saint-Pierre-le-Vieux;13;314;20.5;0
48178;Saint-Privat-de-Vallongue;24;248;9.3;0
48179;Saint-Privat-du-Fau;6;113;5;100
48181;Saint-Saturnin;2;58;6.6;0
48182;Saint-Sauveur-de-Ginestoux;6;60;2.7;N/A - résultat non disponible
48185;Les Salelles;11;166;15.6;100
48187;Les Salces;13;90;2.1;N/A - résultat non disponible
48188;Serverette;13;249;14.3;0
48190;Termes;14;219;12.6;33.3
48191;La Tieule;18;95;4;0
48192;Trélans;11;89;3.9;0
48193;Vebron;23;225;3.1;0
48194;Vialas;40;447;8.8;11.1
48198;Villefort;75;617;80.8;8.3
49002;Allonnes;188;2925;80.7;5.6
49003;Tuffalun;136;1734;44.2;10
49007;Angers;11177;157555;3680.1;5.5
49008;Angrie;46;917;22.5;0
49009;Antoigné;23;450;25.7;20
49010;Armaillé;21;317;18.9;0
49011;Artannes-sur-Thouet;18;410;62.9;33.3
49012;Aubigné-sur-Layon;19;349;67.1;25
49015;Avrillé;886;15225;943.1;9.3
49017;Baracé;26;629;46.3;0
49018;Baugé-en-Anjou;682;11747;43.8;12.7
49020;Beaucouzé;707;5618;287.3;1.4
49021;Beaufort-en-Anjou;385;6893;166.4;7.5
49022;Beaulieu-sur-Layon;103;1346;105.9;7.7
49023;Beaupréau-en-Mauges;1317;23887;102.6;11.4
49026;Bécon-les-Granits;178;2781;60.3;2.6
49027;Bégrolles-en-Mauges;86;2115;145;16.7
49028;Béhuard;23;119;55.2;0
49029;Blaison-Saint-Sulpice;101;1317;53.5;4.3
49030;Blou;37;938;44;0
49035;Bouchemaine;450;6635;337.7;4.2
49036;Bouillé-Ménard;27;775;48.4;0
49038;Bourg-l'Évêque;7;236;44.2;N/A - résultat non disponible
49041;Brain-sur-Allonnes;103;2078;61.7;0
49045;La Breille-les-Pins;33;617;22.1;0
49048;Briollay;198;3193;220.7;7.4
49050;Brissac Loire Aubance;788;11000;90.1;8.4
49053;Brossay;14;348;71.8;0
49054;Candé;163;2815;546.1;5.9
49055;Cantenay-Épinard;177;2397;147.8;3.8
49056;Carbay;7;276;35.6;N/A - résultat non disponible
49057;Cernusson;16;329;39.2;0
49058;Les Cerqueux;42;892;64.1;0
49060;Bellevigne-les-Châteaux;161;3450;98.7;12
49061;Challain-la-Potherie;54;811;16.5;8.3
49063;Chalonnes-sur-Loire;492;6541;170;5.7
49064;Chambellay;54;409;30.9;50
49067;Chenillé-Champteussé;17;341;20.3;0
49068;Champtocé-sur-Loire;117;1837;50.2;4.5
49069;Orée d'Anjou;930;16975;106.9;10.5
49070;Chanteloup-les-Bois;31;712;25.1;0
49076;La Chapelle-Saint-Laud;43;820;75.4;25
49080;Les Hauts-d'Anjou;446;8712;60.9;14.4
49082;Chaudefonds-sur-Layon;58;941;63.2;7.1
49086;Terranjou;272;3885;68.7;12.2
49089;Chazé-sur-Argos;55;1067;34;23.1
49090;Cheffes;60;1036;58.5;9.1
49092;Chemillé-en-Anjou;1223;21550;66;7.3
49099;Cholet;3977;54074;616.6;9.3
49100;Cizay-la-Madeleine;30;473;24.4;0
49102;Cléré-sur-Layon;14;345;15.8;0
49107;Cornillé-les-Caves;36;481;45.7;0
49109;Coron;66;1575;49.1;8.3
49110;Corzé;121;1982;62.1;11.8
49112;Le Coudray-Macouard;58;935;71;0
49113;Courchamps;23;530;76;0
49114;Courléon;14;140;10.2;N/A - résultat non disponible
49120;Denée;91;1448;91.5;17.6
49121;Dénezé-sous-Doué;29;442;19.1;20
49123;Distré;190;1812;121;3.6
49125;Doué-en-Anjou;655;11227;75.6;8.9
49127;Durtal;214;3376;55.3;6.9
49129;Écouflant;359;4614;262.9;12.2
49130;Écuillé;34;661;53.1;0
49131;Épieds;25;719;26.5;25
49132;Étriché;85;1567;78.6;6.7
49135;Feneu;129;2216;86.3;0
49138;Les Bois d'Anjou;122;2531;42.2;6.7
49140;Fontevraud-l'Abbaye;61;1477;101.2;0
49155;Grez-Neuville;124;1437;53;15.4
49160;Ingrandes-le-Fresne-sur-Loire;203;3069;119.6;3.6
49161;La Jaille-Yvon;40;343;27.2;25
49163;Jarzé Villages;157;2792;46;6.2
49167;Les Garennes sur Loire;392;4670;183.4;6.7
49170;Juvardeil;32;828;43.3;12.5
49171;La Lande-Chasles;4;119;23.2;0
49174;Huillé-Lézigné;46;1304;60.1;14.3
49176;Le Lion-d'Angers;310;5343;110.1;9.1
49178;Loiré;43;884;26.2;0
49180;Longué-Jumelles;393;6583;69.3;12
49182;Louresse-Rochemenier;54;895;34.6;0
49183;Val d'Erdre-Auxence;254;4967;38;7.5
49188;Marcé;54;846;40.3;11.1
49192;Maulévrier;227;3206;96;14.3
49193;Le May-sur-Èvre;167;3878;121.4;10.3
49194;Mazé-Milon;319;5770;139.1;15.9
49195;Mazières-en-Mauges;52;1257;143.1;13.3
49200;Longuenée-en-Anjou;299;6453;118.4;13.7
49201;La Ménitré;115;2057;117.2;4.5
49205;Miré;62;1050;57.8;0
49209;Montigné-lès-Rairies;22;433;49.8;0
49211;Montilliers;61;1229;46.5;14.3
49214;Montreuil-Juigné;347;7811;567.8;7.8
49215;Montreuil-Bellay;224;3716;75.8;13.5
49216;Montreuil-sur-Loir;22;565;47.8;0
49217;Montreuil-sur-Maine;33;792;70.2;0
49218;Montrevault-sur-Èvre;825;15684;79.2;9.2
49219;Montsoreau;62;416;80.3;0
49220;Morannes sur Sarthe-Daumeray;181;3694;41.9;7.4
49221;Mouliherne;49;800;19.6;0
49222;Mozé-sur-Louet;144;2033;79.9;16.7
49223;Mûrs-Erigné;356;6172;343.3;3.6
49224;Neuillé;54;1011;73.2;0
49228;Noyant-Villages;302;5473;18.4;9.4
49231;Nuaillé;81;1454;109.4;25
49235;Parnay;27;377;60.1;0
49236;Passavant-sur-Layon;9;128;25.9;0
49237;La Pellerine;9;137;25.1;0
49240;La Plaine;36;1016;45.7;16.7
49241;Le Plessis-Grammoire;170;2649;286.9;5.6
49244;Mauges-sur-Loire;1064;18514;95.5;5.8
49246;Les Ponts-de-Cé;924;12863;650.9;9.9
49247;La Possonnière;135;2478;133.8;12
49248;Ombrée d'Anjou;439;8811;43.8;9.1
49253;Le Puy-Notre-Dame;75;1089;69.9;0
49257;Les Rairies;40;1043;123.4;0
49259;Rochefort-sur-Loire;179;2332;82.4;10
49260;La Romagne;99;2012;125.4;4
49261;Gennes-Val-de-Loire;603;8452;58.4;6.8
49262;Rou-Marson;24;644;51.1;0
49266;Saint-Augustin-des-Bois;44;1283;46.6;0
49267;Saint-Barthélemy-d'Anjou;722;9496;648.8;5.1
49269;Saint-Christophe-du-Bois;186;2843;131.4;8.3
49271;Saint-Clément-de-la-Place;98;2139;63.5;8.7
49272;Saint-Clément-des-Levées;62;1127;108.8;7.7
49278;Sainte-Gemmes-sur-Loire;336;3617;239.5;13.2
49283;Saint-Georges-sur-Loire;229;3787;111.5;10.5
49284;Saint-Germain-des-Prés;100;1396;71.1;16.7
49288;Saint-Jean-de-la-Croix;14;225;121.9;0
49291;Saint-Just-sur-Dive;12;386;52.2;0
49292;Val-du-Layon;180;3508;116.9;16.2
49294;Saint-Lambert-la-Potherie;139;2961;213.5;3.2
49298;Saint-Léger-de-Linières;275;3860;158;4.8
49299;Saint-Léger-sous-Cholet;151;3099;320;16.7
49301;Sèvremoine;1541;25764;121.1;13.4
49302;Saint-Macaire-du-Bois;20;442;34.2;0
49306;Saint-Martin-du-Fouilloux;131;1693;113.4;5.9
49307;Loire-Authion;979;16588;144.4;13
49308;Saint-Melaine-sur-Aubance;148;2209;430.7;8.7
49310;Saint-Paul-du-Bois;21;600;22.5;0
49311;Saint-Philbert-du-Peuple;56;1319;81.3;0
49323;Verrières-en-Anjou;614;7946;313.1;7.1
49326;Sarrigné;18;891;285.5;0
49328;Saumur;2047;26074;395.7;3
49329;Savennières;110;1351;64.2;0
49330;Sceaux-d'Anjou;53;1161;67.9;11.1
49331;Segré-en-Anjou Bleu;915;17617;73.3;11.5
49332;La Séguinière;322;4199;135.2;4.8
49333;Seiches-sur-le-Loir;193;2853;99.4;8.8
49334;Sermaise;13;341;46.7;0
49336;Somloire;47;875;27.2;0
49338;Soulaines-sur-Aubance;71;1344;107.8;16.7
49339;Soulaire-et-Bourg;64;1477;82.4;20
49341;Souzay-Champigny;36;691;79.7;25
49343;La Tessoualle;190;3178;150.4;10.8
49344;Thorigné-d'Anjou;59;1238;76.1;0
49345;Bellevigne-en-Layon;361;5874;61.7;6.2
49347;Tiercé;311;4498;133.1;10
49352;Toutlemonde;63;1316;104.5;13.3
49353;Trélazé;878;15620;1258.9;14
49355;Trémentines;154;3078;90.5;19.2
49358;Turquant;52;569;72.9;0
49359;Les Ulmes;37;553;69.3;0
49361;Varennes-sur-Loire;99;1924;83.5;7.7
49362;Varrains;58;1282;370.9;12.5
49364;Vaudelnay;59;1122;44;0
49367;Erdre-en-Anjou;272;5784;64.3;5.1
49368;Vernantes;83;2006;48.7;5
49369;Vernoil-le-Fourrier;90;1330;38.8;11.1
49370;Verrie;29;459;28.3;0
49371;Vezins;88;1750;96.6;0
49373;Lys-Haut-Layon;464;7722;43.2;3.6
49374;Villebernier;68;1462;145.9;22.2
49377;Rives-du-Loir-en-Anjou;334;5642;119.4;11.5
49378;Vivy;138;2599;110.1;17.6
49381;Yzernay;94;1829;44.8;5.9
50002;Agneaux;361;4266;654.6;16.7
50003;Agon-Coutainville;324;3013;238.1;10.4
50004;Airel;21;527;53.1;0
50006;Amigny;9;153;41.7;N/A - résultat non disponible
50008;Anctoville-sur-Boscq;16;438;202.8;14.3
50013;Anneville-en-Saire;21;376;63.8;25
50016;Appeville;5;193;14;33.3
50019;Aucey-la-Plaine;15;413;44.1;0
50021;Audouville-la-Hubert;5;76;12.2;N/A - résultat non disponible
50022;Aumeville-Lestre;8;125;48;0
50023;Auvers;24;689;36.9;20
50024;Auxais;6;173;21.9;N/A - résultat non disponible
50025;Avranches;857;10225;931.8;2.8
50026;Azeville;3;77;25.3;0
50027;Bacilly;52;935;59.8;20
50028;La Baleine;8;106;25.4;N/A - résultat non disponible
50029;Barenton;55;1166;33.6;0
50030;Barfleur;54;545;910;0
50031;Barneville-Carteret;236;2181;212.9;2.7
50032;La Barre-de-Semilly;33;1033;133.6;0
50033;Baubigny;8;134;21.2;N/A - résultat non disponible
50034;Baudre;26;595;151.7;0
50036;Baupte;15;428;189.1;0
50038;Beauchamps;39;438;105.9;0
50039;Beaucoudray;3;136;28.3;100
50040;Beauficel;10;119;12.7;0
50041;La Hague;469;11444;75.5;4.3
50042;Beauvoir;51;435;30.7;0
50044;Belval;24;334;57.7;0
50045;Benoîtville;49;612;73.7;25
50046;Bérigny;26;442;36;0
50048;Beslon;21;550;32;100
50049;Besneville;32;662;36;25
50050;Beuvrigny;11;130;19.6;0
50052;Beuzeville-la-Bastille;10;147;33.6;0
50054;Biéville;8;196;34.7;0
50055;Biniville;7;116;38.6;N/A - résultat non disponible
50058;Blainville-sur-Mer;150;1604;138.4;0
50059;Blosville;16;322;79.4;0
50060;La Bloutière;15;430;46.9;0
50062;Boisyvon;2;100;27.3;0
50064;La Bonneville;4;176;28.5;0
50066;Jullouville;199;2401;108.9;0
50069;Bourguenolles;19;343;44.8;16.7
50070;Boutteville;2;59;35.2;N/A - résultat non disponible
50072;Brainville;10;213;66.1;N/A - résultat non disponible
50074;Brécey;136;2166;103;8.3
50076;Bréhal;240;3480;273.2;11.6
50077;Bretteville;39;1006;175.4;7.1
50078;Bretteville-sur-Ay;20;436;43.8;0
50079;Breuville;10;405;47.7;0
50081;Bréville-sur-Mer;84;785;113;0
50082;Bricquebec-en-Cotentin;288;5888;76.6;10.3
50083;Bricquebosq;21;638;79.3;0
50084;Bricqueville-la-Blouette;24;533;85.6;0
50085;Bricqueville-sur-Mer;53;1263;98.3;6.7
50086;Brillevast;10;321;35.5;0
50087;Brix;140;2146;66.8;9.1
50088;Brouains;9;140;36.1;0
50090;Buais-Les-Monts;28;612;24.9;0
50092;Cambernon;21;693;41.6;20
50093;Cametours;19;435;59.6;0
50094;Camprond;22;386;63.6;50
50095;Canisy;105;1723;95.5;6.2
50096;Canteloup;7;216;49.8;0
50097;Canville-la-Rocque;3;119;22.6;0
50098;Carantilly;24;619;57.9;33.3
50099;Carentan-les-Marais;669;10220;76.7;7.6
50101;Carneville;8;240;33.6;0
50102;Carolles;60;768;196.1;14.3
50105;Catteville;8;103;21.9;N/A - résultat non disponible
50106;Cavigny;12;268;39.5;0
50108;Céaux;27;413;49.1;0
50109;Cérences;105;1806;67.6;14.3
50110;Cerisy-la-Forêt;61;1014;43;16.7
50111;Cerisy-la-Salle;54;1026;60.8;16.7
50112;La Chaise-Baudouin;17;443;37.5;0
50115;Le Grippon;23;390;39.7;0
50117;Champeaux;22;341;80.4;N/A - résultat non disponible
50118;Champrepus;32;322;35.3;0
50120;Chanteloup;14;393;89.4;0
50121;La Chapelle-Cécelin;8;244;46.6;0
50124;La Chapelle-Urée;5;171;37;N/A - résultat non disponible
50126;Chavoy;5;130;36.5;N/A - résultat non disponible
50129;Cherbourg-en-Cotentin;3607;78028;1135.2;5.5
50130;Chérencé-le-Héron;12;438;46.1;0
50135;Clitourps;10;228;36.2;33.3
50137;La Colombe;43;627;43.7;0
50138;Colomby;27;566;50.4;0
50139;Condé-sur-Vire;205;4136;112.9;7.1
50142;Vicq-sur-Mer;39;1083;52.1;0
50143;Coudeville-sur-Mer;56;873;99.7;0
50144;Coulouvray-Boisbenâtre;20;529;30.7;33.3
50145;Courcy;28;623;53;0
50146;Courtils;12;219;42.3;0
50147;Coutances;734;8372;667.7;7.1
50148;Couvains;23;577;37.7;0
50149;Couville;37;1228;140.3;16.7
50150;Crasville;4;223;31.2;0
50151;Créances;102;2079;102.9;7.7
50152;Les Cresnays;9;230;23.3;25
50155;Crollon;6;298;63.5;0
50156;Crosville-sur-Douve;4;62;15.5;N/A - résultat non disponible
50158;Cuves;12;263;28;N/A - résultat non disponible
50159;Dangy;27;660;67.7;0
50161;Le Dézert;26;605;41.4;14.3
50162;Digosville;58;1665;176.7;14.3
50164;Domjean;39;998;60.1;25
50165;Donville-les-Bains;231;3133;1128.4;3.3
50166;Doville;10;326;29.5;0
50167;Dragey-Ronthon;66;789;52.1;0
50168;Ducey-Les Chéris;173;2829;165.6;0
50169;Écausseville;2;112;20.7;N/A - résultat non disponible
50172;Émondeville;8;342;64.7;0
50174;Équilly;8;194;34.3;N/A - résultat non disponible
50175;Éroudeville;9;180;38.3;0
50176;L'Étang-Bertrand;14;344;40;0
50177;Étienville;17;376;52.2;N/A - résultat non disponible
50178;Fermanville;53;1291;110.5;13.3
50181;Feugères;13;353;41.5;0
50182;La Feuillie;17;299;23.9;50
50183;Fierville-les-Mines;11;349;46.9;0
50184;Flamanville;57;1682;238.8;0
50185;Fleury;70;1085;84.9;0
50186;Flottemanville;9;227;46.6;0
50188;Folligny;38;1109;93.2;11.1
50190;Fontenay-sur-Mer;8;164;20.3;0
50192;Fourneaux;1;131;39.2;N/A - résultat non disponible
50193;Le Fresne-Poret;16;222;21.7;N/A - résultat non disponible
50194;Fresville;13;377;26.8;0
50195;Gathemo;20;268;25.4;0
50196;Gatteville-le-Phare;18;468;49;0
50197;Gavray-sur-Sienne;153;2028;52.7;0
50198;Geffosses;26;498;32.4;33.3
50199;Genêts;41;453;65.5;0
50200;Ger;45;818;20.4;0
50205;La Godefroy;5;295;78.9;0
50207;Golleville;4;165;26;100
50208;Gonfreville;7;162;17.9;0
50209;Gonneville-Le Theil;51;1504;51.7;18.8
50210;Gorges;17;347;15.2;0
50214;Gouvets;17;291;26;0
50215;Gouville-sur-Mer;209;3266;94.2;2.9
50216;Graignes-Mesnil-Angot;35;800;43.5;0
50217;Le Grand-Celland;22;595;48;0
50218;Granville;1225;12799;1270.8;5.1
50219;Gratot;45;674;62.4;21.4
50221;Grimesnil;8;70;25.3;N/A - résultat non disponible
50222;Grosville;31;804;60.8;0
50225;Le Guislain;11;139;26.3;0
50227;Le Ham;9;312;81.1;0
50228;Hambye;82;1077;36.4;14.3
50229;Hamelin;6;109;41.5;0
50230;Hardinvast;27;924;124.7;0
50231;Hauteville-sur-Mer;47;707;211.5;0
50232;Hauteville-la-Guichard;19;452;38.8;0
50233;Hautteville-Bocage;3;154;37;0
50234;La Haye-Bellefond;2;67;25.2;0
50235;La Haye-d'Ectot;16;285;38.9;0
50236;La Haye;296;3986;62.2;17.2
50237;La Haye-Pesnel;121;1261;200.6;8.3
50238;Héauville;13;462;42.5;50
50239;Thèreval;103;1781;62.9;11.1
50240;Helleville;10;563;95.6;33.3
50241;Hémevez;10;186;42.8;100
50243;Heugueville-sur-Sienne;25;462;79.6;0
50246;Hiesville;3;72;17.6;0
50247;Hocquigny;4;194;62.6;0
50251;Huberville;10;361;62.5;0
50252;Hudimesnil;52;926;49.3;0
50253;Huisnes-sur-Mer;18;168;24.7;0
50256;Isigny-le-Buat;184;3187;43.4;10.3
50258;Joganville;5;85;32.8;0
50259;Juilley;39;664;56.6;0
50260;Juvigny les Vallées;103;1678;29.4;12.5
50261;Lamberville;9;167;23.5;0
50262;La Lande-d'Airou;32;535;35.3;0
50263;Lapenty;19;382;25.3;0
50265;Laulne;8;185;20.9;N/A - résultat non disponible
50266;Lengronne;19;463;37;0
50267;Lessay;159;2255;77.7;10.5
50268;Lestre;9;244;32.5;N/A - résultat non disponible
50269;Liesville-sur-Douve;5;214;40.3;0
50270;Lieusaint;28;400;75.9;0
50271;Lingeard;5;88;23.8;0
50272;Tourneville-sur-Mer;100;1668;95;10
50273;Montsenelle;64;1438;33.1;10
50274;Les Loges-Marchis;42;1028;51.8;0
50275;Les Loges-sur-Brécey;5;117;22.6;0
50276;Lolif;34;608;47.9;0
50277;Longueville;59;612;144;0
50278;Le Loreur;14;262;83.3;33.3
50279;Le Lorey;21;570;40.1;0
50281;La Lucerne-d'Outremer;43;847;56.2;7.1
50282;Le Luot;8;285;34.7;0
50283;La Luzerne;1;81;38.7;N/A - résultat non disponible
50285;Magneville;10;311;32.9;0
50288;Marcey-les-Grèves;96;1286;192.7;0
50289;Marchésieux;25;684;35.4;0
50290;Marcilly;8;353;38.7;0
50291;Margueray;4;117;25;0
50292;Marigny-Le-Lozon;148;2754;143.2;6.2
50294;Martinvast;74;1340;129.1;0
50295;Maupertuis;6;147;27.4;0
50296;Maupertus-sur-Mer;15;229;64.6;N/A - résultat non disponible
50297;La Meauffe;34;998;98;25
50298;Méautis;22;648;38.2;25
50299;Le Mesnil;6;204;63.8;66.7
50300;Le Mesnil-Adelée;9;158;23.6;0
50302;Le Mesnil-Amey;9;287;102.1;N/A - résultat non disponible
50304;Le Mesnil-Aubert;4;195;32.7;0
50305;Le Mesnil-au-Val;15;727;54.3;28.6
50310;Le Mesnil-Eury;3;180;50;100
50311;Le Mesnil-Garnier;16;222;21.6;N/A - résultat non disponible
50312;Le Mesnil-Gilbert;3;142;17.6;25
50315;Le Mesnillard;10;251;25.2;0
50317;Le Mesnil-Ozenne;10;269;59.5;0
50321;Le Mesnil-Rouxelin;20;470;101.3;N/A - résultat non disponible
50324;Le Mesnil-Véneron;7;108;38.1;N/A - résultat non disponible
50326;Le Mesnil-Villeman;13;237;21.8;0
50327;La Meurdraquière;8;195;25.7;0
50328;Millières;25;760;37.7;0
50332;Les Moitiers-d'Allonne;40;730;41.7;0
50334;Montabot;13;272;23.5;0
50335;Montaigu-la-Brisette;15;499;33.7;0
50336;Montaigu-les-Bois;12;208;32.1;0
50338;Montbray;25;325;22.2;0
50340;Montcuit;9;185;38.8;N/A - résultat non disponible
50341;Montebourg;135;1951;339.7;6.7
50342;Montfarville;41;798;147.8;0
50345;Monthuchon;25;702;91.3;0
50347;Montjoie-Saint-Martin;6;250;32.7;0
50349;Montmartin-sur-Mer;99;1413;143.2;12.5
50350;Montpinchon;27;543;31.5;20
50351;Montrabot;2;79;22.5;N/A - résultat non disponible
50352;Montreuil-sur-Lozon;18;345;52.7;0
50353;Le Mont-Saint-Michel;34;23;6.3;0
50356;Moon-sur-Elle;23;779;79.8;11.1
50357;Morigny;5;70;16.1;0
50359;Mortain-Bocage;194;2954;47;6.5
50360;Morville;8;278;39.3;0
50361;La Mouche;17;246;55.1;N/A - résultat non disponible
50362;Moulines;10;281;37.9;N/A - résultat non disponible
50363;Moyon Villages;79;1465;43.6;0
50364;Muneville-le-Bingard;32;730;36.4;33.3
50365;Muneville-sur-Mer;15;494;67;0
50368;Nay;3;68;26.3;N/A - résultat non disponible
50369;Négreville;24;844;72.3;0
50370;Néhou;23;608;38.1;33.3
50371;Le Neufbourg;30;399;178.2;33.3
50372;Neufmesnil;8;174;33;0
50373;Neuville-au-Plain;4;84;18.3;N/A - résultat non disponible
50374;Neuville-en-Beaumont;0;25;15.4;N/A - résultat non disponible
50376;Nicorps;14;361;65.5;0
50378;Notre-Dame-de-Cenilly;30;631;24.8;0
50379;Notre-Dame-de-Livoye;4;166;45.8;100
50382;Nouainville;16;620;166.1;0
50384;Octeville-l'Avenel;7;233;33.4;0
50387;Orglandes;20;349;38.1;0
50388;Orval sur Sienne;59;1222;62.9;6.2
50389;Ouville;24;447;40.5;0
50390;Ozeville;9;156;33;0
50391;Grandparigny;126;2623;76;10
50393;Percy-en-Normandie;165;2628;54.1;0
50394;Périers;185;2355;159.6;10.7
50395;La Pernelle;13;287;39.1;0
50397;Perriers-en-Beauficel;12;207;22.3;0
50398;Le Perron;5;193;42.5;N/A - résultat non disponible
50399;Le Petit-Celland;6;175;26.6;0
50400;Picauville;123;3222;49.9;6.1
50401;Pierreville;30;759;74.4;33.3
50402;Les Pieux;215;3266;213.3;9.1
50403;Pirou;78;1486;50.1;5.9
50405;Le Plessis-Lastelle;12;238;15.9;0
50407;Poilley;52;968;75.7;10
50408;Pontaubault;42;576;296.9;0
50409;Pont-Hébert;80;1902;63.9;17.6
50410;Pontorson;285;4319;70.5;8.1
50411;Ponts;40;684;101.8;33.3
